@HDFCBank_Cares sent an email. Would appreciate an email from you soon. Thanks!,Displeasure
"@TheOfficialSBI @arunjaitley @sudhirchaudhary, SBI is pain to public. Working from 10 to 4 is not acceptable at pre https://t.co/FoaaD8CtHt",Displeasure
"@HDFCBank_Cares Need some info for international wire transfer, Thanks.",Miscellaneous
There Are No Money In ATMs...Plz Check...@RBI @TheOfficialSBI @aajtak @IndiaToday @narendramodi @BJP4India @INCIndia Only Long Queues ,Displeasure
@ICICIBank_Care @ICICIBank you guys r doing a great job!!! U r actualy living upto ur tag line khayal apka...kudos team ICICI!!!,Compliment
@TheOfficialSBI the is no option to register the knid of issue. How so evr the nearest option asks for a transaction number.,Displeasure
"RT @Eenadu_English: #Assam CM asks @RBI and @TheOfficialSBI to ensure smooth flow of funds @sarbanandsonwal

https://t.co/UZcIpyz7v0 https:",Miscellaneous
RT @Kr_Divyaprakash: @ANI_news @TheOfficialSBI @arunjaitley both Sbi atm was closed at Howrah stn today. which type service u are talking a,Displeasure
@TheOfficialSBI  His manner of talking was unprofessional &amp; highly suspicious. I asked him to verify that he is in fact an SBI employee &amp;...,Displeasure
@ICICIBank_Care @ICICIBank are cash deposit machines working,Miscellaneous
.@TheOfficialSBI: MCLR has come down by 110 bps YoY to 8.90%.,Miscellaneous
"@BJP4India @arunjaitley @AxisBankSupport 
Branch railway road gurgaon hinder people in depositing
@AxisBank @AxisBankOffers",Displeasure
@ICICIBank_Care I have a home loan account. Following up with Ghatkopar team for LOD &amp; all docs. Paid 575. Please call me on 9820122456,Miscellaneous
ATM's are replenished but it's become a game of roulette for us. Why promise when can't deliver? Bank had enough .. 1/2 @HDFCBank_Cares,Displeasure
@makemytripcare Also I figured it out. As soon as I put code for @HDFCBank_Cares cashback app gave the error. No code no error! #epicfail,Displeasure
RT @Lalit__Yadav: @TheOfficialSBI mother's a/c and because of that i and my mother have to visit branch twice just to submit another form #,Displeasure
"@bankofbaroda budh vihar Alwar Rajasthan 301001 thou I saw line in the evening, they might have listened some nice words from customers!",Compliment
"Issued a payorder, NEFT failed bcoz a/c was wrong, branch not respondind, e-Payorder no.CNAAADRFS2, a/c no 32437629923 @TheOfficialSBI",Displeasure
"@RBI @bankofbaroda the branch of jhusi,Allahabad not withdrwn csh more thn 2000 from wndow plz tk apprpte action https://t.co/G2JDgw8SN4",Displeasure
@TheOfficialSBI @YouTube  i have applied and get my user id without atm.but i m not able to submit registration form,Displeasure
"@FinMinIndia @arunjaitley @TheOfficialSBI @RBI guys if tmrw also no money in ATM then that's an issue,low denomination is urgently needed",Displeasure
"@HDFCBank_Cares thanks a lot for your response, I want to deposit 9k&amp; then I will withdraw by cheque or atm, I don't need 2k note need 100s",Miscellaneous
@AxisBankSupport @AmazonIN Why Axis Bank Debit Card is not working with the Payment of Amazon India?,Displeasure
"RT @MVayeda: @HDFCBank_Cares Money deposited and withdrwal within 15- 20 mins. Great work by HDFC ramdevnagar Abad staff.
With support  and",Compliment
"@ICICIBank_Care Unable to gen URN to reg new Payee. 5676766 returns errors ""Session could not be retrieved"" ""No Accounts fetchedFailure"".",Displeasure
"@PMOIndia @RBI @TheOfficialSBI pls ask banks to arrange separate queues for Sr. citizens, ladies at the bank counters to exchange money..",Displeasure
@neha_aks @TheOfficialSBI Not true. Only account holders need not bring ID,Miscellaneous
@PMOIndia @ICICIBank_Care @ICICIBank NO CASH FOR WITHDRAW &amp; EXCHANGE..ALL CLOSED TODAY AT 4.30 PM. EXAMPLE : ICICI BANK LUDHIANA,Displeasure
"@KotakBankLtd Sector 14 Gurgaon brach not yet opened, ATM not yet loaded.",Displeasure
@HDFCBank_Cares @HDFC_Bank pls tell me why ur bank is insisting for my ID proof when I'm drawing money from my own a/c with you #JustAsking,Miscellaneous
"@TheOfficialSBI I have saving account in punjab but living in Uttar Pradesh can I deposit old RS. 500, 1000 currency notes or can exchange",Miscellaneous
@HDFCBank_Cares @HDFC_Bank what is the update???,Miscellaneous
@AxisBankSupport  will it function tomorrow morning or still no idea. I can name other ATMs too.,Displeasure
"Seven @TheOfficialSBI employees killed in road mishap

VIDEO: https://t.co/2wxhOJEATO",Miscellaneous
"@TheOfficialSBI why don""t you make some branches dedicated for Sr Citizen only.Also why not serve water to ppl in line.Increase security.",Displeasure
"@ICICIBank at Vadodara forces people to write sr.no of notes, which is not as per @RBI Mandate. Who will act? https://t.co/pIelJK9cgO",Displeasure
@HDFCBank_Cares HDFC Branch Nehru Road Vile Parle East. Mumbai 400057. No 100 or 500 notes.,Displeasure
@sanjeetguru You can get in touch with them through their Twitter handle @TheOfficialSBI or their website https://t.co/t1uwck1UH3.,Miscellaneous
@SahilBulla @AxisBankSupport i went to their atms yesterday and all were closed.so much for their support,Displeasure
@PMOIndia @RBI @TheOfficialSBI @arunjaitley @AndhraPradeshCM  @JaiTDP @INCIndia Many politicians are involved in Fa https://t.co/e9Uai5hitn,Miscellaneous
@TheOfficialSBI what abt the money gone as it was hard earned money,Miscellaneous
Thank you  @ICICIBank_Care @ICICIBank  for reminding  !! #3Cheers4Banks https://t.co/pq6tTklRe5,Compliment
@HDFCBank_Cares any plans to help the customer??,Displeasure
RT @bharathb1000: @TheOfficialSBI @abndnkmtr better appoint your office men those who know the regional language for their state so people,Displeasure
@TheOfficialSBI keep up the spirit of serving customers ,Miscellaneous
@KotakBankLtd @udaykotak @RBI PLS HELP. Kotak Mahindra Bank against RBI/Central Gov order &amp; cheating public. Kotak https://t.co/nJWe6InJKl,Displeasure
@TheOfficialSBI why sbi Dhounra Tanda is not exchanging Money.they are  only depositing Money in accounts. ATM as well is not working,Displeasure
@TheOfficialSBI thank for ur mail and i also reced my cashback. Thanks,Compliment
"@PMOIndia @narendramodi This is Your convenience @TheOfficialSBI counter closed from 17:30
No exchange for today
Hu https://t.co/tjnAdZiBQg",Miscellaneous
"@AvinashaSharma @AxisBankSupport Hi, the messages are to keep all our customers informed regarding the current (1/2)",Miscellaneous
Banks should increase their working hours. Many banks following their routine hours only.@bankofbaroda  is one of them.  #PaisaPaisaNaRaha,Displeasure
@rabkabanda101 @HDFCBank_Cares this was in bangalore. Vignan nagar branch,Miscellaneous
@KotakBankLtd thank you so much for resolving the issue and special thanks to Sandeep Kumar Singh (NEFT PAN India),Compliment
@FinMinIndia @ICICIBank_Care @ICICIBank many are standing queue.,Displeasure
Paytm is happy! https://t.co/0hR3xhfNph @dailyo_ explains all &amp; applies 2 u @HDFC_Bank @ICICIBank_Care @idea_cares @VodafoneIN @BigBazaar,Miscellaneous
@heeraman98 @mediacrooks @alok_bhatt @TheOfficialSBI  In ICICI Ring Road I got in flat 5 min. Even xeroxing done by bank,Compliment
@ICICIBank_Care not a person specific concern. just a feedback. instead of OTP for requests from irctc you should have dbcard grid security,Miscellaneous
@KotakBankLtd  To whom ? i didnt receive any mail neither on my registered mail nor on any other act.,Displeasure
@ICICIBank_Care Can we deposit the case twice in one day at the any branch of #icicibank #Rupees500 #Rupees1000,Miscellaneous
@KotakBankLtd why new Service Request dated today when complaint was done on 29th. To hide inefficiencies and show a better resolution time?,Displeasure
@livemint @monikahalan It seems bank managers want to take weekly off and keep the ATMs running on weekends. @HDFCBank_Cares,Miscellaneous
@AxisBankSupport NetBanking not working Page just does not move to the next page. Call Center says Server Issue .. Pls Fix this ASAP !!,Displeasure
