"@CTRavi_BJP @arunjaitley @TheOfficialSBI Three Language Formula as suggested by Rajaji should be adopted in all Central Govt depts/PSU/PSBs.","Displeasure"
"@TheOfficialSBI Keelkattalai branch says no cash, door closed, kept police inside to send customers away.","Displeasure"
"@ICICIBank_Care sir can u pls tell me dat when  the result of ICICI Po 2016-2017 exam declared","Miscellaneous"
"@CKforCleanIndia Mam pl revert. @ICICIBank @ICICIBank_Care","Miscellaneous"
"@HDFCBank_Cares I ws suppsd 2 collct my new ATM crd 2morw frm bank. Post PM's announcmnt, I b able 2 get my card 2morw or bank will b off?","Miscellaneous"
"@Norafatehi @KotakBankLtd so sad","Miscellaneous"
"@TheOfficialSBI online banking site not opening","Displeasure"
"@AxisBankSupport Pathetic service at Kndvli Br, Mumbai. In line 4 hrs. Only 3 tellers. 100 person given cash. @RBI @PMOIndia Pls take steps.","Displeasure"
"@IndianExpress @RBI @KotakBankLtd and that is happening in financial capital of India.. Moreover Kotak people took their customers first","Displeasure"
"@ICICIBank @ICICIBank_Care when can i expect a call? Please update...","Displeasure"
"@anilkapur_ @TimesNow @OfficeOfRG @TheOfficialSBI he got fake degree with hardwork &amp; dedication. U now expect him to work so much harder.","Miscellaneous"
"@Citi I request all other banks to act fast like @Citi  @ICICIBank @TheOfficialSBI @HDFC_Bank (3/3)","Compliment"
"BankOfBaroda, Hayatnagar branch Harassing fr exchanging amounts less than 4k rupees.  @PMOIndia @RBI @bankofbaroda @WithCongress @BJP4India","Displeasure"
"@arunjaitley @PMOIndia @TheOfficialSBI  retired bankers, young graduates can be enrolled temporarily to tide over this crisis at banks.","Miscellaneous"
".@TheOfficialSBI @TheArvindDhar People don't mind the queues. The issue is with deadly slow SBI ATMs, almost 3-4 mi https://t.co/JKzxqB3roS","Displeasure"
"@HDFCBank_Cares Waiting for a response.","Displeasure"
"Normalisation of ATM services will take another 10 days, says @TheOfficialSBI  citing limitation of vendors providing service","Miscellaneous"
"@HDFCBank_Cares did you find the reason ???","Miscellaneous"
"@TheOfficialSBI @naveddeshmukh open more counters for deposit and replacement of notes. one counters are opened","Miscellaneous"
"@TheOfficialSBI y one branch of sbi can't accept withdrawal from other sbi branch a/c @arunjaitley @narendramodi_in","Displeasure"
"@arunjaitley @PMOIndia @RBI PM @narendramodi s initiatives, objectives are defeated by jokers like these.Pl warn https://t.co/J3vF6pztS1","Displeasure"
".@TheOfficialSBI No any reply of SMS service UNHAPPY of SBI... It is useless service. Als no twt reply from @TheOfficialSBI","Displeasure"
"@KotakBankLtd whatever happened to lower denominations? No 50s 100s in banks, two days back it was available, suddenly over ?","Miscellaneous"
"@ICICIBank @ICICIBank_Care from last 1 hr no representative in cash exchange counter...","Displeasure"
"@TheOfficialSBI @PMOIndia Please try to install ATM adjacent to Koteshwar temple for convenience of Our BSF JAWANS.","Miscellaneous"
"With exception to @KotakBankLtd they are at sixes and sevens very disappointed @udaykotak https://t.co/Nn0ZJFo1cp","Displeasure"
"RT @srejithk: @TheOfficialSBI Why should I bank with you ?  May be you want to bank with only hindi people ?","Displeasure"
"@HDFCBank_Cares I just received a call from an absolutely rudely behaved customer service executive named Aman from Noida","Displeasure"
"@TheOfficialSBI @SBICard_Connect  Why NetBanking is Denied ???? #Trouble can't to any transaction want to book my tickets online :(","Displeasure"
"@TheOfficialSBI have my CBE a/c cheque to be withdrawn for 10K in hosur but the manager responds not to even with complete proof Pl help","Miscellaneous"
"@ICICIBank_Care now its time #","Miscellaneous"
"@TheOfficialSBI please arrange the money exchange of 500 and 1000  note in SBI branch, Dhaka, Bangladesh. @SushmaSwaraj @arunjaitley","Miscellaneous"
"@ICICIBank @ICICIBank_Care Another bank closed. No money for exchange, Ansari road, Daryaganj branch.","Displeasure"
"@AxisBankSupport Can any of my family members deposit old currencies in my account on my behalf ???","Miscellaneous"
"@ICICIBank_Care your cash deposit machine will accept Rs 500  &amp; 1000? Can we deposit directly there?","Miscellaneous"
"RT @AlishaCoelho: Waited a long, LONG time today for cash but the bank staff at the Lokhandwala @HDFCBank_Cares branch were incredible","Displeasure"
"@ICICIBank_Care u r the best bank in services. In this critical time u r serving ppl w/o irritation. keep it up n off 2u.b luv ICICI bank.","Compliment"
"why are you being so unhelpful @KotakBankLtd ? zero replies to any tweets sent your way. don't make this worse.","Displeasure"
"@KotakBankLtd @abhijeetkadams exactly same is the case with me also they are not at all responding on there mails also #Worstbank","Displeasure"
"@KotakBankLtd Already tried calling on it, but it does not provide any option in which I can talk to your customer care executive.","Displeasure"
"@AxisBank @AxisBankSupport It's a pity that in the year 2016 you guys still don't have a responsive web design for net-banking website.","Displeasure"
"@FinMinIndia @TheOfficialSBI @ICICIBank  @muglikar_ Sir for Currency exchange the queue seems to be getting long as Cashiers have to  1/n","Displeasure"
"@TheOfficialSBI Done that too. But received msg on email / mobile that ""complaint could not be registered due to in https://t.co/NIo7TsJzrB","Miscellaneous"
"Maximum withdrawal limit for account holders @ICICIBank_Care ?","Miscellaneous"
"@ICICIBank_Care @linpswa Not true. Till 8.40 am at least ur Ghatkopar w lbs marg branch was not open. https://t.co/ER5YJE6WJ1","Displeasure"
"@bankofbaroda numbers continually busy","Miscellaneous"
"#atmcashless @AxisBank no cash in atm since two days, not even replinshed once...suryanagar Vikhroli West @arunjaitley @AxisBankSupport","Displeasure"
"@HDFCBank_Cares @HDFC_Bank do not need your reminders st all. Please let me know the process to opt out from your useless promotions","Displeasure"
"@TheOfficialSBI not a single note has been withdrawn from 2 atm a staff came but not able to fix. Shahpur patori, samastipur,bihar-848504","Displeasure"
"@TheOfficialSBI thank u Sbi team","Compliment"
"Few seconds ago i request &amp; inform to @TheOfficialSBI as well as @VijayaBankIndia please resolve problem! https://t.co/yJOPMQ7y89","Displeasure"
"RT @karedeen: @TheOfficialSBI @arunjaitley @ZeeNewsHindi SBI SURIYAWAN16471 CLOSED PRIOR TO AFORESAID TIME(7AM) AT 4PMAlthough I requestedj","Miscellaneous"
"@HDFCBank_Cares @RBI @PMOIndia Pl look in to matter today whole day ATM was not operative","Displeasure"
"@BankofBarodaCEO I have work exp and @bankofbaroda don't find ppl like me gud enough coz my MBA is from #ignou so c https://t.co/4R57D8sTx3","Miscellaneous"
"@TheOfficialSBI Not a single note is black but hard savings to meet emergency due to  ATM faults or to keep quantity small not value","Displeasure"
"RT @NasrinzStory: Not one #ATM working in Lower Parel. @ICICIBank_Care branch say cash over.where do I get #cash @AxisBank @HDFCBank_Cares","Displeasure"
"@TheOfficialSBI I am taking about main branch of Muzaffarnagar ATM . THEY STILL WAITING FOR MONEY","Miscellaneous"
"@ICICIBank_Care I was standing in front of i bank laheriasari (Dbg)emp was told me branch was closed due today working hour 4 pm.Please help","Miscellaneous"
"@TheOfficialSBI  Timing for cash filling in ATM at Rajkot, Gujarat ......... so we can withdraw the money over night","Miscellaneous"
"Other PSU and big private banks don't want to release their collections? @CNBCTV18Live @TheOfficialSBI","Miscellaneous"
"@ICICIBank @ICICIBank_Care Mahavir hall, Vadodara both ATM machine key not working. Complain many times but no permanent solution. Sad...","Displeasure"
"RT @kashif_ahmedk: @ICICIBank_Care I have not received any call. Way to go guys.","Displeasure"
"#NRIs can swap money with authorisation letter https://t.co/BEv5w48IjJ @Indemb_Muscat @TheOfficialSBI @MEAIndia https://t.co/AFiLfucO98","Miscellaneous"
"@ICICIBank_Care : #takeaction don't just look into it.","Displeasure"
"@TheOfficialSBI your credit card team didnt resposed yet since a week. #Mumbai","Miscellaneous"
"@RBI @narendramodi @AmarUjalaNews @TheOfficialSBI Please acknowledge. @FinMinIndia @arunjaitley @BJP4India https://t.co/EXl4hFsm9B","Displeasure"
"@shubHASHISH @ICICIBank_Care They are supposed to open tomorrow","Displeasure"
"@bankofbaroda Good service Cdm available at 10pm for deposit. Here long queue now https://t.co/0IZyMdWx1X","Displeasure"
"@TheOfficialSBI really disappointed. I have been calling the customer service for an hour just help already","Displeasure"
"@TheOfficialSBI in that case whom to report about the misbehaviour of the staff. He denied giving atm pin after providing identity too.","Displeasure"
".@TheOfficialSBI install 7,070 more #ATMs in India https://t.co/fwRuNcZOn0 via @NewIndianXpress","Miscellaneous"
"@Truth4win @anilkohli54 @HDFCBank_Cares Imagine some 1 with huge black money deposit 10 lakhs in his enemy's ac.","Miscellaneous"
"@TheOfficialSBI (1/2) I took 400rs times from My SBI global debit card in indusland bank ATM.. but I got the cash only once and amount got","Miscellaneous"
"Dear @HDFC_Bank @HDFCBank_Cares I'm receiving credit card call from your tele marketers atleast 4 times per day.My number is in DN call list","Miscellaneous"
"@ICICIBank_Care @narendramodi @RBI @arunjaitley     this branch atm is not opened since yesterday till now 8.30am..","Miscellaneous"
"Demonetisation will result in lower lending rates says Arundhati Bhattacharya @TheOfficialSBI #SBI","Miscellaneous"
